Player Named,Player Nationality,Player Position,Player Age,90 Minutes Played,Shot-Creating Actions (SCA),Shot-Creating Actions per 90 Minutes,Passes Leading to Goal-Creating Actions (Live),Passes Leading to Goal-Creating Actions (Dead),Through Balls Leading to Goal-Creating Actions,Shots Leading to Goal-Creating Actions,Fouls Leading to Goal-Creating Actions,Defensive Actions Leading to Goal-Creating Actions,Goal-Creating Actions (GCA),Goal-Creating Actions per 90 Minutes,Passes Leading to Goal-Creating Actions (Live),Passes Leading to Goal-Creating Actions (Dead),Through Balls Leading to Goal-Creating Actions,Shots Leading to Goal-Creating Actions,Fouls Leading to Goal-Creating Actions,Defensive Actions Leading to Goal-Creating Actions,Matches Played
Franco Daz,ar ARG,MF,22.0,14.1,32.0,2.27,24.0,1.0,4.0,1.0,2.0,0.0,1.0,0.07,0.0,0.0,1.0,0.0,0.0,0.0,Matches
Juan Infante,ar ARG,DF,27.0,12.0,12.0,1.0,9.0,1.0,1.0,1.0,0.0,0.0,2.0,0.17,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Franco Baldassarra,ar ARG,"MF,FW",24.0,11.5,25.0,2.18,16.0,3.0,0.0,2.0,4.0,0.0,3.0,0.26,1.0,1.0,0.0,1.0,0.0,0.0,Matches
Gastn Suso,ar ARG,DF,31.0,11.2,6.0,0.53,5.0,0.0,0.0,0.0,1.0,0.0,2.0,0.18,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Mauro Quiroga,ar ARG,FW,33.0,9.3,20.0,2.15,19.0,0.0,1.0,0.0,0.0,0.0,3.0,0.32,3.0,0.0,0.0,0.0,0.0,0.0,Matches
Jernimo Cacciabue,ar ARG,MF,25.0,8.8,,,,,,,,,,,,,,,,,Matches
Miguel Jacquet Duarte,py PAR,DF,27.0,8.5,8.0,0.94,3.0,1.0,0.0,4.0,0.0,0.0,1.0,0.12,0.0,0.0,0.0,1.0,0.0,0.0,Matches
Ignacio Arce,ar ARG,GK,30.0,5.0,2.0,0.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ral Lozano,ar ARG,DF,25.0,4.9,6.0,1.22,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gonzalo Asis,ar ARG,DF,26.0,4.8,9.0,1.87,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Maximiliano Zalazar,ar ARG,"MF,FW",21.0,4.6,10.0,2.16,6.0,0.0,3.0,1.0,0.0,0.0,1.0,0.22,0.0,0.0,0.0,1.0,0.0,0.0,Matches
Ignacio Schor,ar ARG,"MF,FW",22.0,5.6,8.0,1.43,3.0,0.0,2.0,1.0,2.0,0.0,2.0,0.36,0.0,0.0,0.0,1.0,1.0,0.0,Matches
Gonzalo Valdivia,ar ARG,"MF,DF",21.0,2.5,1.0,0.39,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.39,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Juan Pignani,ar ARG,"DF,FW",21.0,2.4,3.0,1.23,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Agustn Alonso,,MF,,2.6,,,,,,,,,,,,,,,,,Matches
Alexis Sabella,ar ARG,MF,21.0,1.9,7.0,3.71,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Nadir Zeineddin,ar ARG,FW,22.0,1.5,6.0,3.91,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alejo Monje,ar ARG,FW,21.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gastn Lodico,ar ARG,MF,24.0,25.9,99.0,3.82,66.0,14.0,5.0,8.0,5.0,1.0,3.0,0.12,2.0,1.0,0.0,0.0,0.0,0.0,Matches
Fernando Alarcn,ar ARG,DF,28.0,26.0,19.0,0.73,15.0,1.0,1.0,2.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Adrin Martnez,ar ARG,FW,30.0,25.3,59.0,2.33,48.0,1.0,2.0,7.0,1.0,0.0,5.0,0.2,3.0,1.0,0.0,1.0,0.0,0.0,Matches
Sebastin Corda,ar ARG,DF,27.0,22.4,35.0,1.56,28.0,3.0,1.0,3.0,0.0,0.0,5.0,0.22,3.0,0.0,1.0,1.0,0.0,0.0,Matches
Gabriel Graciani,ar ARG,"MF,FW",29.0,19.6,49.0,2.51,34.0,0.0,7.0,4.0,4.0,0.0,7.0,0.36,5.0,0.0,1.0,0.0,1.0,0.0,Matches
Santiago Rodriguez,ar ARG,"FW,MF",25.0,19.2,79.0,4.13,44.0,15.0,4.0,9.0,7.0,0.0,6.0,0.31,2.0,2.0,1.0,0.0,1.0,0.0,Matches
Nicols Linares,ar ARG,MF,26.0,17.9,13.0,0.73,9.0,0.0,0.0,1.0,2.0,1.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Leonel Mosevich,ar ARG,DF,25.0,17.6,7.0,0.4,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jorge Carranza,ar ARG,GK,41.0,16.9,1.0,0.06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Giuliano Cerato,ar ARG,DF,24.0,17.0,46.0,2.7,38.0,6.0,0.0,1.0,1.0,0.0,2.0,0.12,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Franco Watson,ar ARG,MF,23.0,13.4,,,,,,,,,,,,,,,,,Matches
Roberto Bochi,ar ARG,MF,33.0,12.5,18.0,1.44,14.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Brian Cuello,ar ARG,MF,25.0,13.0,,,,,,,,,,,,,,,,,Matches
Juan Franco Arrellaga,py PAR,DF,30.0,9.5,17.0,1.79,13.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Manuel Roffo,ar ARG,GK,22.0,10.1,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ezequiel Parnisari,ar ARG,DF,32.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Axel Rodrguez,ar ARG,FW,25.0,5.0,7.0,1.39,2.0,0.0,1.0,2.0,2.0,0.0,1.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,Matches
Jonathan Bay,ar ARG,DF,29.0,4.7,7.0,1.48,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Joaqun Varela,uy URU,DF,24.0,2.6,2.0,0.76,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Niclas Watson,ar ARG,MF,24.0,1.3,2.0,1.59,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Lucas Albertengo,ar ARG,"FW,MF",32.0,2.4,8.0,3.27,5.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Garrido Bigolin,sy SYR,MF,25.0,2.4,,,,,,,,,,,,,,,,,Matches
Nicols Barrientos,ar ARG,"MF,FW",27.0,1.2,12.0,9.91,5.0,4.0,2.0,1.0,0.0,0.0,1.0,0.83,0.0,1.0,0.0,0.0,0.0,0.0,Matches
Gregorio Rodrguez,ar ARG,"FW,MF",23.0,1.1,3.0,2.7,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Leonardo Monje,ar ARG,MF,20.0,0.4,2.0,5.29,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.65,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Jonathan Dellarossa,ar ARG,FW,23.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Damin Puebla,ar ARG,FW,20.0,0.1,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Juan Manuel Insaurralde,ar ARG,DF,38.0,23.8,17.0,0.71,7.0,3.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Emiliano Mndez,ar ARG,MF,33.0,21.1,28.0,1.33,25.0,0.0,1.0,1.0,1.0,0.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Gonzalo Bettini,ar ARG,"DF,MF",30.0,20.7,44.0,2.13,33.0,6.0,0.0,1.0,3.0,1.0,1.0,0.05,0.0,0.0,0.0,0.0,1.0,0.0,Matches
Sebastin Meza,ar ARG,GK,22.0,21.0,4.0,0.19,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Luciano Gondou,ar ARG,"FW,MF",21.0,18.4,53.0,2.88,40.0,0.0,7.0,2.0,4.0,0.0,4.0,0.22,2.0,0.0,1.0,0.0,1.0,0.0,Matches
Manuel Garca,ar ARG,"DF,MF",23.0,18.3,20.0,1.1,16.0,1.0,0.0,1.0,1.0,1.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Fernando Martnez,py PAR,MF,28.0,16.3,21.0,1.28,15.0,0.0,0.0,0.0,3.0,3.0,2.0,0.12,1.0,0.0,0.0,0.0,1.0,0.0,Matches
Javier Toledo,ar ARG,FW,36.0,17.7,40.0,2.26,28.0,0.0,2.0,2.0,7.0,1.0,5.0,0.28,3.0,0.0,0.0,1.0,1.0,0.0,Matches
Gabriel Daz,ar ARG,"DF,MF",22.0,16.2,35.0,2.16,25.0,8.0,0.0,2.0,0.0,0.0,2.0,0.12,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Lisandro Lpez,ar ARG,"FW,MF",39.0,13.9,38.0,2.73,25.0,3.0,1.0,3.0,5.0,1.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Franco Sbuttoni,ar ARG,DF,33.0,13.8,7.0,0.51,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alejandro Donatti,ar ARG,DF,36.0,12.0,7.0,0.58,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jean Pierre Rosso,uy URU,"DF,MF",25.0,11.2,25.0,2.23,13.0,7.0,0.0,2.0,1.0,2.0,4.0,0.36,2.0,1.0,0.0,0.0,0.0,1.0,Matches
Sergio Quiroga,ar ARG,MF,28.0,12.6,51.0,4.03,19.0,18.0,3.0,1.0,8.0,2.0,5.0,0.4,3.0,1.0,1.0,0.0,0.0,0.0,Matches
Lucas Melano,ar ARG,"FW,MF",29.0,12.1,43.0,3.57,29.0,3.0,5.0,4.0,2.0,0.0,8.0,0.66,4.0,0.0,4.0,0.0,0.0,0.0,Matches
Manuel Mnaco,,MF,,11.3,,,,,,,,,,,,,,,,,Matches
Juan Hernndez,uy URU,DF,25.0,9.1,,,,,,,,,,,,,,,,,Matches
Franco Quinteros,ar ARG,"DF,MF",24.0,6.2,11.0,1.79,3.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jos Devecchi,ar ARG,GK,27.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Juan Cruz Kaprof,ar ARG,"FW,MF",27.0,3.7,10.0,2.67,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jonatan Gallardo,ar ARG,"MF,DF",25.0,2.3,5.0,2.2,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Guido Mainero,ar ARG,"MF,FW",27.0,2.2,4.0,1.85,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Harrinson Mancilla,co COL,MF,31.0,2.1,2.0,0.94,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jos Mauri,it ITA,MF,26.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Yair Ezequiel Arismendi,ar ARG,MF,24.0,1.3,,,,,,,,,,,,,,,,,Matches
Ayrton Cougo,uy URU,"MF,DF",26.0,0.8,2.0,2.65,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Lautaro Cerato,ar ARG,FW,22.0,0.4,1.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Joaqun Gho,ar ARG,MF,19.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Nicols Femia,ar ARG,"MF,FW",26.0,0.2,3.0,16.88,2.0,1.0,0.0,0.0,0.0,0.0,1.0,5.63,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Santiago Morales,,DF,,0.1,,,,,,,,,,,,,,,,,Matches
Pablo Gerzel,ar ARG,MF,23.0,0.1,1.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Yamil Garnier,ar ARG,MF,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Claudio Corvaln,ar ARG,DF,33.0,24.7,27.0,1.09,21.0,4.0,0.0,1.0,0.0,1.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Federico Vera,ar ARG,DF,24.0,21.0,37.0,1.77,19.0,7.0,4.0,1.0,5.0,1.0,3.0,0.14,2.0,0.0,1.0,0.0,0.0,0.0,Matches
Franco Caldern,ar ARG,DF,24.0,21.9,10.0,0.46,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Imanol Machuca,ar ARG,"FW,MF",23.0,20.7,75.0,3.63,41.0,10.0,15.0,3.0,6.0,0.0,5.0,0.24,2.0,0.0,2.0,0.0,1.0,0.0,Matches
Mauro Luna Diale,ar ARG,"MF,FW",23.0,20.3,52.0,2.57,34.0,0.0,5.0,5.0,8.0,0.0,4.0,0.2,3.0,0.0,0.0,0.0,1.0,0.0,Matches
Yeison Gordillo,co COL,MF,30.0,19.9,17.0,0.85,16.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,0.0,0.0,0.0,0.0,0.0,1.0,Matches
Kevin Zenon,ar ARG,"DF,MF",21.0,16.7,50.0,3.0,30.0,14.0,2.0,1.0,2.0,1.0,1.0,0.06,0.0,0.0,0.0,0.0,1.0,0.0,Matches
Enzo Martn Roldn,ar ARG,MF,22.0,16.5,55.0,3.33,30.0,11.0,4.0,5.0,2.0,3.0,2.0,0.12,1.0,1.0,0.0,0.0,0.0,0.0,Matches
Santiago Mele,uy URU,GK,25.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jernimo Domina,ar ARG,FW,17.0,12.8,26.0,2.03,17.0,0.0,2.0,5.0,1.0,1.0,2.0,0.16,1.0,0.0,0.0,0.0,0.0,1.0,Matches
Oscar Piris,ar ARG,DF,33.0,12.0,15.0,1.25,11.0,0.0,0.0,2.0,0.0,2.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Luciano Aued,ar ARG,MF,35.0,11.3,21.0,1.86,13.0,1.0,0.0,5.0,1.0,1.0,2.0,0.18,0.0,0.0,0.0,1.0,0.0,1.0,Matches
Lucas Esquivel,ar ARG,DF,21.0,11.5,27.0,2.35,16.0,6.0,4.0,0.0,0.0,1.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Sebastin Moyano,ar ARG,GK,32.0,11.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Nicols Paz,ar ARG,DF,20.0,9.9,5.0,0.5,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Daniel Jurez,ar ARG,"MF,FW",21.0,7.2,19.0,2.62,12.0,0.0,2.0,4.0,1.0,0.0,3.0,0.41,2.0,0.0,1.0,0.0,0.0,0.0,Matches
Ezequiel Caete,ar ARG,"FW,MF",23.0,6.6,13.0,1.97,12.0,0.0,0.0,0.0,1.0,0.0,1.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Junior Marabel,py PAR,FW,24.0,6.5,11.0,1.69,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Thiago Vecino,uy URU,FW,23.0,4.9,3.0,0.61,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,Matches
Francisco Gerometta,ar ARG,"DF,MF",23.0,5.7,11.0,1.91,6.0,3.0,1.0,1.0,0.0,0.0,1.0,0.17,0.0,1.0,0.0,0.0,0.0,0.0,Matches
Joaqun Mosqueira,ar ARG,MF,18.0,4.4,,,,,,,,,,,,,,,,,Matches
Mateo Del Blanco,ar ARG,"DF,MF",19.0,3.7,10.0,2.72,5.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Toms Gonzlez,ar ARG,"MF,FW",19.0,2.8,15.0,5.34,7.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Juan Luduea,ar ARG,DF,19.0,2.7,3.0,1.12,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Mariano Meynier,ar ARG,FW,19.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gastn Comas,ar ARG,MF,24.0,0.7,5.0,6.72,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.34,0.0,0.0,0.0,1.0,0.0,0.0,Matches
Bryan Castrilln,co COL,"FW,MF",23.0,2.6,14.0,5.29,12.0,1.0,0.0,1.0,0.0,0.0,1.0,0.38,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Lisandro Morales,ar ARG,DF,19.0,0.3,,,,,,,,,,,,,,,,,Matches
Valentino Venetucci,,,,0.0,,,,,,,,,,,,,,,,,Matches
Facundo Cambeses,ar ARG,GK,25.0,27.0,2.0,0.07,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Juan Bisanz,ar ARG,"MF,FW",21.0,22.5,53.0,2.35,30.0,6.0,6.0,3.0,7.0,1.0,2.0,0.09,0.0,0.0,1.0,0.0,1.0,0.0,Matches
Brahian Alemn,uy URU,MF,33.0,20.7,78.0,3.77,32.0,35.0,3.0,3.0,4.0,1.0,8.0,0.39,3.0,4.0,1.0,0.0,0.0,0.0,Matches
Alejandro Cabrera,ar ARG,MF,30.0,19.9,34.0,1.71,27.0,1.0,0.0,4.0,1.0,1.0,2.0,0.1,1.0,0.0,0.0,0.0,1.0,0.0,Matches
Alejandro Maciel,ar ARG,DF,25.0,20.6,18.0,0.88,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Emanuel Coronel,ar ARG,DF,25.0,19.7,36.0,1.82,25.0,5.0,2.0,1.0,2.0,1.0,3.0,0.15,2.0,0.0,0.0,0.0,1.0,0.0,Matches
Eric Remedi,ar ARG,MF,27.0,19.5,30.0,1.54,18.0,2.0,0.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Emanuel Insa,ar ARG,DF,31.0,18.8,34.0,1.81,18.0,7.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Milton Gimnez,ar ARG,FW,26.0,17.2,37.0,2.15,20.0,1.0,5.0,3.0,5.0,3.0,3.0,0.17,0.0,0.0,0.0,0.0,1.0,2.0,Matches
Aaron Quirs,ar ARG,DF,21.0,15.1,8.0,0.53,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Emanuel Olivera,ar ARG,DF,32.0,15.0,9.0,0.6,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Nicols Sosa,uy URU,"MF,FW",26.0,11.9,30.0,2.54,15.0,0.0,7.0,3.0,5.0,0.0,5.0,0.42,2.0,0.0,2.0,1.0,0.0,0.0,Matches
Andrs Chvez,ar ARG,FW,31.0,11.1,25.0,2.24,10.0,0.0,7.0,5.0,3.0,0.0,2.0,0.18,1.0,0.0,0.0,1.0,0.0,0.0,Matches
Sebastin Sosa,uy URU,FW,28.0,9.8,19.0,1.94,17.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Matas Romero,ar ARG,"DF,MF",26.0,10.6,16.0,1.51,11.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ignacio Rodrguez,ar ARG,MF,20.0,8.0,18.0,2.25,10.0,3.0,4.0,0.0,1.0,0.0,2.0,0.25,1.0,0.0,0.0,0.0,1.0,0.0,Matches
Pedro Souto,ar ARG,DF,22.0,6.7,4.0,0.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Luis Mago,ve VEN,DF,28.0,5.2,6.0,1.16,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Mateo Prez,ar ARG,DF,22.0,3.4,2.0,0.6,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Nicols Bertolo,ar ARG,MF,37.0,2.0,5.0,2.46,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alan Di Pippa,ar ARG,MF,22.0,2.6,5.0,1.91,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alejandro Piedrahita,co COL,"MF,FW",20.0,1.8,5.0,2.78,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Horacio Tijanovich,ar ARG,MF,26.0,1.5,7.0,4.67,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Agustn Urzi,ar ARG,MF,22.0,0.7,7.0,9.4,4.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Lautaro Ros,ar ARG,"MF,FW",22.0,1.7,7.0,4.12,3.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Geronimo Rivera,ar ARG,"MF,FW",19.0,1.5,9.0,5.87,3.0,0.0,4.0,0.0,2.0,0.0,2.0,1.3,1.0,0.0,1.0,0.0,0.0,0.0,Matches
Matas Gonzlez,ar ARG,MF,20.0,0.6,2.0,3.53,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Toms Adoryn,ar ARG,MF,21.0,0.4,2.0,4.62,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Toms Durso,ar ARG,GK,23.0,26.0,6.0,0.23,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Felipe Snchez,ar ARG,DF,18.0,25.8,15.0,0.58,11.0,2.0,0.0,1.0,0.0,1.0,1.0,0.04,0.0,1.0,0.0,0.0,0.0,0.0,Matches
Leonardo Morales,ar ARG,DF,31.0,23.9,15.0,0.63,10.0,1.0,0.0,2.0,0.0,2.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Ignacio Miramon,ar ARG,MF,19.0,18.8,42.0,2.24,28.0,1.0,4.0,5.0,4.0,0.0,3.0,0.16,1.0,1.0,0.0,1.0,0.0,0.0,Matches
Matas Melluso,ar ARG,DF,24.0,15.7,41.0,2.61,28.0,2.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Franco Soldano,ar ARG,"FW,MF",28.0,15.0,34.0,2.28,30.0,1.0,2.0,0.0,1.0,0.0,2.0,0.13,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Alan Lescano,ar ARG,"MF,FW",21.0,13.6,55.0,4.04,37.0,12.0,0.0,3.0,2.0,1.0,2.0,0.15,0.0,1.0,0.0,1.0,0.0,0.0,Matches
Cristian Tarragona,ar ARG,FW,31.0,15.2,30.0,1.98,21.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Guillermo Enrique,ar ARG,DF,22.0,13.7,24.0,1.76,11.0,5.0,7.0,1.0,0.0,0.0,2.0,0.15,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Benjamn Domnguez,ar ARG,FW,19.0,12.7,37.0,2.92,15.0,0.0,12.0,3.0,7.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Bautista Barros Schelotto,ar ARG,DF,23.0,12.7,17.0,1.34,12.0,2.0,1.0,1.0,0.0,1.0,2.0,0.16,1.0,0.0,0.0,0.0,0.0,1.0,Matches
Agustn Bolvar,ar ARG,MF,27.0,11.9,12.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,3.0,0.25,3.0,0.0,0.0,0.0,0.0,0.0,Matches
Nicols Colazo,ar ARG,"DF,MF",32.0,9.7,23.0,2.38,15.0,8.0,0.0,0.0,0.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Erik Ramrez,ar ARG,"FW,MF",26.0,11.1,,,,,,,,,,,,,,,,,Matches
Nicols Snchez,ar ARG,MF,18.0,6.4,8.0,1.25,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.16,0.0,0.0,0.0,0.0,1.0,0.0,Matches
